id,text,label,dataset
yt_188,"धन्यबाद निमेस जी , समसामायीक बिषय मा तत्काल जनता लाई जानकारी गराउनु भए को मा ।",0,youtube
yt_189,दिपक दाई फिलिम को मात्र राजा हैन साचि कै राजा को बोलिछ ।,0,youtube
yt_190,यो पत्रकार को कुरो को तत्बिज अलिक भयन है भाइ बुझेर मात्र प्रस्न गरौ है ।,1,youtube
yt_191,कुलमान भएर matrai यो अन्तरवार्ता हेरे को He is a real hero of Nepal !,0,youtube
yt_192,midiyaa मा जति बहस गरेपनि राजा लाई जनता ले फा ले का होइनन् कि जङ्गल मा कन्दमुल खाने जंगली हरु ले फा ले का हुन ।,1,youtube
yt_193,रामकृष्ण ढकाल लाई ठग्ने लाई फाँसी दिए पनि कम हुन्छ ढकाल राष्ट्र को गहना हुन् रामकृष्ण ढकाल लाई न्याय मिलोस् छिट्टै ।,1,youtube
yt_194,रबि दाजु को फ्यान को को हुनु हुन्छ यता हाजिर गरम त ।,0,youtube
yt_195,खाली पुरानो थोत्रा अनुहार ल्याएर हेर्नै नहुने बनाए का थिए दहाल् ले ।,1,youtube
yt_196,रामहरि जतिसुकै फुर्ति गरे पनि नेपाली कंग्रेस भ्रष्ट हुन ।,1,youtube
yt_197,"थुक्क ककुरनि सावित्री अब तेरो कुन चाहिँ कार्यक्रम मा नेपाली जन्ता ले साथ दिन्छन र , , , १ लाख २ लाख जन्ता जम्मा गर्न सक्छु भन्छेस , , , ४ जना मान्छे जम्मा गरेर देखा त हेरम , , , , खातिनी सावित्री , , , , , ।",1,youtube
